"GermplasmId","MG","MG_factor","GermplasmId_name","Chlorosis","Height","Lodging","Maturity","Oil","Protein","SeedQuality","SeedSize","Shattering","YieldBuA"
"K06_2776RR_MGIV",4,"MGIV","K06_2776RR",NA,34.0384533988507,2.52530584374853,281.088193736397,17.8558538813422,35.6878777763435,0.936303987356433,15.3133707545359,2.4911163766016,49.2325074640027
"K06_3862RR_MGIV",4,"MGIV","K06_3862RR",NA,31.0949550685465,2.03990068122905,281.451830100034,17.7210684679962,36.1218977107119,0.935639835900746,18.4878122997545,2.4911163766016,55.2374452719259
"K06_3876RR_MGIV",4,"MGIV","K06_3876RR",NA,32.5188044193061,2.1189051701836,280.81546646367,17.5514976413043,36.1099375794487,1.28696813881212,15.7889292093172,2.4911163766016,50.9983511626822
"K06_3879RR_MGIV",4,"MGIV","K06_3879RR",NA,35.1207606344564,2.42440909857321,281.179102827307,18.0384611746692,36.6448877435277,0.966082603537872,16.6481846029421,3.4911163766016,51.9008200666438
"K06_3924RR_MGIV",4,"MGIV","K06_3924RR",NA,32.5508533996223,2.16015544824855,276.633648281852,16.473278841494,37.1396385639223,1.26693041064742,16.0523060310372,2.4911163766016,51.1062554111814
"K06_3958RR_MGIII",3,"MGIII","K06_3958RR",NA,30.8908778663817,2.16221248642222,279.209355539181,16.4585096422794,36.7488548566133,1.13819868562824,15.3742012131676,2.4911163766016,45.2269454119163
"K06_4078RR_MGIII",3,"MGIII","K06_4078RR",NA,36.5012683427742,2.87717853565436,278.959355539181,17.8063637757392,34.533655512929,1.3907814968448,14.462166592152,2.4911163766016,47.5290546586149
"K07_1253_MGIV",4,"MGIV","K07_1253",NA,29.7157800649947,2.43756442889443,278.79852830999,17.2224296703213,35.8551553113958,1.14119972791538,15.6740406780838,1.97844088290151,55.8568919701873
"K07_2253_MGIV",4,"MGIV","K07_2253",NA,33.8664125002916,2.86083402600159,282.114361727728,16.1771876573538,37.407984966927,1.47265992600552,14.9787321478836,2.47285072407355,50.9555800218317
"K08_2043RR_MGIII",3,"MGIII","K08_2043RR",NA,35.309669542155,2.7314585017031,278.440201445996,18.098697883951,35.1174792611156,1.35101472016614,15.3803840230332,2.19774414555332,56.7499231321948
"K08_2449RR_MGIII",3,"MGIII","K08_2449RR",NA,34.120428725482,2.22601582213166,280.315201445996,18.1269435616603,36.0017539056112,1.06055649548267,16.5456436806499,2.19774414555332,54.2778537819548
"K08_2452RR_MGIII",3,"MGIII","K08_2452RR",NA,31.7188916992924,2.02883416411125,280.065201445996,17.5204253283427,36.5758956543174,1.06087275808061,15.5336090596343,1.19774414555332,55.0049630286535
"K08_2509RR_MGIII",3,"MGIII","K08_2509RR",NA,33.8086358906448,2.19135288151549,281.130452247359,17.3001284616444,36.6776121569051,1.12620196077315,16.4201470241172,1.47844088290151,54.6069566778416
"K08_2528RR_MGIII",3,"MGIII","K08_2528RR",NA,34.5304977955078,2.21377366305716,280.630452247358,17.6081041505544,36.2042455996244,1.08910278427199,16.3746492106575,2.97844088290151,53.4718894569532
"K08_2529RR_MGIII",3,"MGIII","K08_2529RR",NA,31.7400940314312,1.97329448234594,281.440201445996,17.485634539417,36.5084537962253,1.20119980015419,16.4622994752199,2.19774414555332,51.4871121718108
"K08_2545RR_MGIII",3,"MGIII","K08_2545RR",NA,32.7170386385876,2.07271246918269,277.190201445996,17.7979825951042,36.6374128132208,1.06783053523543,15.7327109179555,2.19774414555332,55.4104693656882
"K08_5236_MGIV",4,"MGIV","K08_5236",NA,34.4610473187996,2.02303650556458,278.14550850072,17.1777406419103,36.1177287430408,1.02202481053992,15.6198253707299,2.19774414555332,52.3498181036295
"K08_5241_MGIV",4,"MGIV","K08_5241",NA,34.2599789510845,2.86887875649314,280.256619611831,17.0070726918392,36.5590908738632,1.05855670143814,16.2430781823362,1.19774414555332,51.4597844648408
"K08_5258_MGIV",4,"MGIV","K08_5258",NA,32.2045193749831,2.54529533410913,282.046059479108,16.6722953418629,36.8203034969224,1.13369485047115,16.4477587612454,1.97844088290151,53.707808746934
"K08_5472_MGIV",4,"MGIV","K08_5472",NA,34.8038075219069,2.04710921117567,283.589952945164,16.7364047417681,38.0004530046856,1.36746595155877,17.5028430722016,1.19774414555332,50.9316611755252
"K08_5718_MGIV",4,"MGIV","K08_5718",NA,32.4072622323954,2.52981060278206,280.414480531739,17.5222953418629,36.0453034969224,1.09965397263618,15.3850423798982,1.97844088290151,53.7643337275144
"K08_6067_MGIV",4,"MGIV","K08_6067",NA,32.2083347948979,2.28496654772567,279.625006847529,17.660331808498,35.6803533328435,1.07562252684239,16.738981793121,1.47844088290151,55.4001607220769
"K08_6221_MGIV",4,"MGIV","K08_6221",NA,30.943158763297,2.20568059118225,273.572781212599,NA,NA,1.15139744496848,17.1119325081256,2.7591376202497,55.7689169395293
"K08_6236_MGIV",4,"MGIV","K08_6236",NA,30.3658981216254,2.14732256743735,275.144209784028,NA,NA,1.06511232738765,17.4594504868752,2.7591376202497,55.1215219615382
"K08_6247_MGIII",3,"MGIII","K08_6247",NA,28.6200038722502,2.36738282474697,275.605979819476,17.3443931795351,36.2870984935664,1.4926519819717,15.7371745758075,3.19774414555331,54.37181935207
