"GermplasmId","MG","Chlorosis_Blues_Plus_intercept","GreenStem_Blues_Plus_intercept","Height_Blues_Plus_intercept","Lodging_Blues_Plus_intercept","Maturity_Blues_Plus_intercept","Oil_Blues_Plus_intercept","Protein_Blues_Plus_intercept","SDS_Blues_Plus_intercept","SeedQuality_Blues_Plus_intercept","SeedSize_Blues_Plus_intercept","Shattering_Blues_Plus_intercept","YieldBuA_Blues_Plus_intercept"
"U96_3106_MGIII",3,3.97458818282494,NA,32.0156580546954,2.33754224711901,274.660106309983,17.2439626837955,37.6772872194056,NA,1.27466743424477,17.4129443040651,2.32930805193187,51.9493435495449
"U96_3106_MGIV",4,3.45150495136776,NA,35.2755823321671,2.43160268767508,275.989117979494,17.9288148535188,36.1271379340995,9.36909481044885,NA,17.1572169331044,1.84544884269946,52.6843624054686
"U96_3118_MGIII",3,3.87458818282494,NA,27.2224575106877,1.92998107480525,270.360106309983,16.6274487182749,37.8726714782332,NA,2.00418682387438,17.1159066294007,2.32930805193187,44.6809561658183
"U96_3123_MGIV",4,3.45150495136776,NA,29.5631293019257,2.0065303580287,278.023505102605,16.375687314918,38.1838223094712,-34.7894797854081,1.18281270412982,16.8414304270942,2.32930805193187,50.8496825052964
"U96_3302_MGIII",3,2.87458818282494,NA,31.6332484613889,2.44024208518374,272.360106309983,16.2478534566836,38.8531358782308,NA,1.45975920079084,16.4422032222679,2.32930805193187,46.1839270419702
"U96_3306_MGIII",3,3.27458818282494,NA,29.5832852025916,2.34675921598353,268.660106309983,17.1211805137563,37.727896254704,NA,1.45795030349539,16.6740545254637,2.32930805193187,51.3104309210892
"U96_3413_MGIII",3,3.67157921115639,NA,31.0795714638014,2.69187486507425,272.796147160144,16.6769261123066,37.5397759860617,-16.4336833494812,1.37843091386578,14.9312930388035,2.32930805193187,50.1640764271525
"U96_3421_MGIII",3,3.97458818282494,NA,30.068429274776,2.4956417613132,267.760106309983,17.4746350024596,37.5943331958812,NA,1.08994273388298,15.1807210586735,NA,48.3530940268209
"U96_3423_MGIII",3,3.87458818282494,NA,29.6616298187837,2.07320293362697,272.060106309983,17.1265670476462,37.7370854311725,NA,1.28042334425337,16.6177587333378,NA,47.5714814105475
"U96_3427_MGIII",3,4.37458818282494,NA,29.9008756092851,2.25945905404826,266.360106309983,16.598116797941,37.7540579723521,NA,2.22304207004146,18.4133134436665,3.32930805193187,46.4650144135146
"U96_3429_MGII",2,3.97458818282494,NA,32.106908795571,2.46710141111307,265.697753862562,18.4558183447459,36.2970190159157,NA,1.21088249033055,15.4273358564142,2.32930805193187,48.2709298297561
"U96_3431_MGIII",3,4.27458818282494,NA,28.4413784156175,2.1319549737674,270.160106309983,17.8682624340903,36.8895097605851,NA,1.13462958618274,15.086276970114,2.32930805193187,48.3126590782031
"U96_3434_MGIII",3,4.13824587782306,NA,34.3531142315301,2.50242501469954,271.727181642903,17.1462775114334,36.4953137324683,-15.4336833494812,1.62931643848249,16.439111787607,2.32930805193187,47.9556492412847
"U97_2002_MGI",1,3.40908073894965,NA,25.3087110670442,2.20910088828503,257.481167421286,16.3201233492471,38.928871880718,-17.4331832926322,NA,20.7728464228018,1.84544884269946,48.4619409693747
"U97_2002_MGII",2,3.58864449927648,NA,26.550697739092,2.2289652160202,260.779205352073,16.3457778440889,38.8640715790692,NA,NA,20.5552681428539,NA,50.6215315604514
"U97_200574_MGII",2,2.2359018025484,NA,26.9437049155861,2.24480988482833,261.057016792492,16.670553307625,37.9752472929428,NA,NA,17.564446712414,1.84544884269946,46.5889888287394
"U97_200644_MGII",2,3.6359018025484,NA,29.6818793500049,2.43107619797699,261.182016792492,17.2523488189216,37.3693103517656,NA,NA,17.3579652494682,1.84544884269946,44.1067683022005
"U97_200668_MGII",2,3.1359018025484,NA,26.0923560467484,2.22227725853102,260.807016792492,17.463330614403,37.7247851282365,NA,NA,17.9024096383056,1.84544884269946,47.3949153198931
"U97_2007_MGII",2,2.68864449927648,NA,31.5686826569275,3.06273356665102,264.112538685406,17.7942870712009,36.992222920244,NA,NA,19.1490957976324,NA,50.6820385762601
"U97_200726_MGII",2,4.2359018025484,NA,31.855844735125,2.51010352150414,263.307016792492,17.1011625347369,37.3648986341176,NA,NA,18.9227803793895,1.84544884269946,47.7670942409347
"U97_201128_MGIII",3,3.78436100468378,2.1984783477416,31.9691893164819,2.29262702302616,273.068569731512,16.9126738392289,38.1065998890589,-15.2753350339938,1.07230452159072,16.3369815863386,2.30817044657947,54.495270429697
"U97_201201_MGII",2,2.36245037668667,2.66833830509639,29.5672103230331,2.482287462717,261.400003065208,17.2124168100902,36.7926552114346,-17.8889540805985,NA,18.2114431721316,1.8189876755095,48.8749526680388
"U97_201204_MGII",2,2.6359018025484,NA,27.644739530466,2.12828256130118,258.932016792492,16.5890077963283,37.8634342341199,NA,NA,17.3246315824927,1.84544884269946,46.9345893811589
"U97_201847_MGIII",3,2.0359018025484,NA,27.9637341828441,2.24046849436184,270.52159185616,17.0558234306845,37.4751291353566,NA,NA,18.3583982525778,1.84544884269946,50.5746584285398
"U97_201855_MGII",2,2.7359018025484,NA,28.6717169072191,2.34143508724742,263.932016792492,17.1664125347369,36.1468986341176,NA,NA,18.2903730646605,1.84544884269946,42.1967266967032
"U97_201856_MGIII",3,2.6359018025484,NA,30.8336529614513,2.25189793899705,271.89659185616,16.9412417184382,37.6432468451592,NA,NA,18.474602160174,1.84544884269946,52.5255641169449
"U97_202103_MGIII",3,2.94135860631224,NA,30.4761355941679,2.23259621452531,268.879232816088,16.4357018982027,37.6873841601401,-11.7389540805985,NA,16.9103098148755,2.3189876755095,51.9964513238425
"U97_202661_MGII",2,2.1359018025484,NA,29.7342628337225,2.31208150074715,259.307016792492,16.902221387291,36.3993837870617,NA,NA,17.8301871936553,1.84544884269946,47.2286628900052
