"GermplasmId_2","GermplasmId","MG","Year"
"U97_2140_MGII","U97_2140","MGII",1998
"U97_2210","U97_2210","MGII",1998
"U97_2225","U97_2225","MGII",1998
"U97_2238","U97_2238","MGII",1998
"U97_2242","U97_2242","MGII",1998
"U97_2304","U97_2304","MGII",1998
"U97_2340","U97_2340","MGII",1998
"U97_2406","U97_2406","MGII",1998
"U97_2418","U97_2418","MGII",1998
"U97_3108","U97_3108","MGIII",1998
"U97_3114","U97_3114","MGIII",1998
"U97_3123","U97_3123","MGIII",1998
"U97_3212","U97_3212","MGIII",1998
"U97_3229","U97_3229","MGIII",1998
"U97_3239","U97_3239","MGIII",1998
"U97_3248","U97_3248","MGIII",1998
"U97_3302","U97_3302","MGIII",1998
"U97_3309","U97_3309","MGIII",1998
"U97_3405","U97_3405","MGIV",1998
"U97_3407","U97_3407","MGIII",1998
"U97_3429","U97_3429","MGIII",1998
"U97_3621","U97_3621","MGIII",1998
"U97_3635_MGIII","U97_3635","MGIII",1998
"U97_3642","U97_3642","MGIII",1998
"V94_0188","V94_0188","MGIV",1998
"A97_770031_MGI","A97_770031","MGI",1998
"A97_771039_MGI","A97_771039","MGI",1998
"A98_781041","A98_781041","MGI",1999
"A98_781059","A98_781059","MGI",1999
"A98_883005","A98_883005","MGII",1999
"A98_883014","A98_883014","MGI",1999
"A98_883023_MGI","A98_883023","MGI",1999
"A98_883030","A98_883030","MGI",1999
"A98_883033","A98_883033","MGI",1999
"A98_883036","A98_883036","MGI",1999
"A98_883038","A98_883038","MGI",1999
"A98_884003","A98_884003","MGI",1999
"A98_884009","A98_884009","MGIII",1999
"A98_884010","A98_884010","MGII",1999
"A98_884013","A98_884013","MGII",1999
"A98_884020","A98_884020","MGII",1999
"A98_884024","A98_884024","MGII",1999
"A98_884031","A98_884031","MGII",1999
"A98_884034","A98_884034","MGII",1999
"A98_884037","A98_884037","MGII",1999
"A98_884047","A98_884047","MGII",1999
"A98_980003","A98_980003","MGII",1999
"A98_980012","A98_980012","MGIII",1999
"A98_980013","A98_980013","MGIII",1999
"A98_980014","A98_980014","MGII",1999
"A98_980017","A98_980017","MGII",1999
"A98_980022","A98_980022","MGII",1999
"A98_980025","A98_980025","MGIII",1999
"A98_980036","A98_980036","MGII",1999
"A98_980037","A98_980037","MGII",1999
"A98_980044","A98_980044","MGIII",1999
"A98_980046","A98_980046","MGIII",1999
"A98_980047","A98_980047","MGIII",1999
"A98_980048","A98_980048","MGIII",1999
"A98_980049","A98_980049","MGIII",1999
"A98_980051","A98_980051","MGIII",1999
"A98_980052","A98_980052","MGIII",1999
"A98_980057","A98_980057","MGIII",1999
"A98_980065","A98_980065","MGIII",1999
"C1974","C1974","MGIII",1999
"C1975","C1975","MGIV",1999
"C1976","C1976","MGIII",1999
"C1977","C1977","MGIII",1999
"C1978","C1978","MGIII",1999
"C1979","C1979","MGII",1999
"C1980","C1980","MGIII",1999
"C1981","C1981","MGIV",1999
"C1982","C1982","MGIV",1999
"C1983","C1983","MGIV",1999
"C1984","C1984","MGIII",1999
"C1985","C1985","MGIII",1999
"C1986","C1986","MGIII",1999
"C1987","C1987","MGIII",1999
"C1988","C1988","MGIII",1999
"C1989","C1989","MGIV",1999
"C1990","C1990","MGIV",1999
"C1991","C1991","MGIV",1999
"C1992","C1992","MGIII",1999
"C1993","C1993","MGIII",1999
"C1994","C1994","MGII",1999
"C1995","C1995","MGI",1999
"HC94_1946","HC94_1946","MGIII",1999
"HC94_380","HC94_380","MGIV",1999
"HC94_419","HC94_419","MGIV",1999
"HC95_1277","HC95_1277","MGIV",1999
"HC95_1347","HC95_1347","MGIV",1999
"HC95_1389","HC95_1389","MGIII",1999
"HC95_1390","HC95_1390","MGIII",1999
"HC95_1463","HC95_1463","MGIII",1999
"HC95_1597","HC95_1597","MGIV",1999
"HC95_1947","HC95_1947","MGIII",1999
"HC95_1949","HC95_1949","MGIV",1999
"HC95_2005","HC95_2005","MGIV",1999
"HC95_2068","HC95_2068","MGIV",1999
"HC95_2082","HC95_2082","MGIII",1999
"HC95_2154","HC95_2154","MGIV",1999
"HC95_2299","HC95_2299","MGIII",1999
"HC95_2303","HC95_2303","MGIII",1999
"HC95_2516","HC95_2516","MGIII",1999
"HC95_257PR","HC95_257PR","MGIV",1999
"HC95_260PR","HC95_260PR","MGIV",1999
"HC95_262PR","HC95_262PR","MGIV",1999
"HC95_3374","HC95_3374","MGIV",1999
"HC95_3465","HC95_3465","MGIV",1999
"HC95_3558","HC95_3558","MGIV",1999
"HC95_3565","HC95_3565","MGIV",1999
"HC95_3649","HC95_3649","MGIV",1999
"HC95_3650","HC95_3650","MGIV",1999
"HC95_3657","HC95_3657","MGIV",1999
"HC95_3761","HC95_3761","MGIV",1999
"HC95_3792","HC95_3792","MGIV",1999
"HC95_3798","HC95_3798","MGIV",1999
"HC95_3867","HC95_3867","MGII",1999
"HC95_3885","HC95_3885","MGII",1999
"HC95_4019","HC95_4019","MGIV",1999
"HC95_4334","HC95_4334","MGIII",1999
"HC95_4337","HC95_4337","MGIV",1999
"HC95_727","HC95_727","MGIV",1999
"HC95_830","HC95_830","MGIV",1999
"HC95_933","HC95_933","MGIV",1999
"HC96_166PR","HC96_166PR","MGIV",1999
"HC96_182PR","HC96_182PR","MGIV",1999
"HC96_4503","HC96_4503","MGIV",1999
"HC96_73PR","HC96_73PR","MGIII",1999
"HF97_011_MGII","HF97_011","MGII",1999
"HF97_052","HF97_052","MGII",1999
"HF97_074","HF97_074","MGII",1999
"HF97_076_MGII","HF97_076","MGII",1999
"HF97_122","HF97_122","MGIII",1999
"HF97_136","HF97_136","MGIII",1999
"HF97_166","HF97_166","MGIII",1999
"HF97_187","HF97_187","MGIII",1999
"HF97_188","HF97_188","MGIII",1999
"HS95_4908","HS95_4908","MGII",1999
"HS96_3316","HS96_3316","MGII",1999
"HS96_6147","HS96_6147","MGII",1999
"HS97_4544","HS97_4544","MGII",1999
"HS97_4555","HS97_4555","MGIII",1999
"HS97_4925","HS97_4925","MGII",1999
"IA1008_MGII","IA1008","MGII",1998
"K1442","K1442","MGIII",1999
"K1444","K1444","MGIII",1999
"K1445","K1445","MGIII",1999
"K1446","K1446","MGIII",1999
"K1447","K1447","MGIII",1999
"K1448","K1448","MGIII",1999
"K1449","K1449","MGIII",1999
"K1450","K1450","MGIII",1999
"K1451","K1451","MGIII",1999
"K1452","K1452","MGIV",1999
"K1453","K1453","MGIV",1999
"K1454","K1454","MGIV",1999
"K1455","K1455","MGIV",1999
"K1456","K1456","MGIV",1999
"K1457","K1457","MGIV",1999
"K1458","K1458","MGIV",1999
"K1459","K1459","MGIV",1999
"K1460","K1460","MGIV",1999
"LG96_1789","LG96_1789","MGIV",1999
"LG96_1795","LG96_1795","MGIII",1999
"LG96_1797","LG96_1797","MGIV",1999
"LG96_3089","LG96_3089","MGIV",1999
"LN95_2714","LN95_2714","MGIV",1999
"LN95_2783","LN95_2783","MGIII",1999
"LN95_3058","LN95_3058","MGIII",1999
"LN95_3830","LN95_3830","MGIII",1999
"LN95_3853","LN95_3853","MGIII",1999
"LN95_5414","LN95_5414","MGII",1999
"LN95_5420","LN95_5420","MGIII",1999
"LN95_543","LN95_543","MGIII",1999
"LN95_556","LN95_556","MGII",1999
"LN95_558","LN95_558","MGIII",1999
"LN95_5910","LN95_5910","MGIV",1999
"LN95_5928","LN95_5928","MGIII",1999
"LN95_6146","LN95_6146","MGIV",1999
"LN95_6353","LN95_6353","MGIII",1999
"LN95_6446_MGIV","LN95_6446","MGIV",1999
"LN95_8605","LN95_8605","MGIV",1999
"LN95_872_MGIII","LN95_872","MGIII",1998
"LN96_1660","LN96_1660","MGII",1999
"LN96_2280","LN96_2280","MGIII",1999
"LN96_23","LN96_23","MGIII",1999
"LN96_2335","LN96_2335","MGIII",1999
"LN96_60","LN96_60","MGIV",1999
"LN96_824","LN96_824","MGII",1999
"LN96_95","LN96_95","MGIII",1999
"LS96_0735","LS96_0735","MGIV",1999
"M92_154045","M92_154045","MG00",1999
"M92_155010","M92_155010","MG0",1999
"M92_160047","M92_160047","MG0",1999
"M92_179009","M92_179009","MG0",1999
"M92_179024","M92_179024","MG0",1999
"M92_187018","M92_187018","MG0",1999
"M92_187022","M92_187022","MG0",1999
"M92_187088","M92_187088","MGI",1999
"M92_191023","M92_191023","MGII",1999
"M92_195102","M92_195102","MG0",1999
"M92_225124","M92_225124","MGI",1999
"M92_227032","M92_227032","MGI",1999
"M92_268023","M92_268023","MGI",1999
"M92_285024","M92_285024","MG0",1999
"M93_108103","M93_108103","MGI",1999
"M93_118045","M93_118045","MG00",1999
"M93_142040","M93_142040","MG0",1999
"M93_146040","M93_146040","MGI",1999
"M93_146056","M93_146056","MGI",1999
"M93_146058","M93_146058","MGI",1999
"M93_146067","M93_146067","MGI",1999
"M93_149021","M93_149021","MGII",1999
"M93_149059","M93_149059","MGI",1999
"M93_149112","M93_149112","MGI",1999
"M93_149115","M93_149115","MGI",1999
"Md96_5744","Md96_5744","MGIV",1999
"Md96_5759","Md96_5759","MGIV",1999
"Md96_5912","Md96_5912","MGIV",1999
"MN0304","MN0304","MG0",1999
"Monocacy","Monocacy","MGIV",1999
"ND95_6296","ND95_6296","MG0",1999
"ND95_6339","ND95_6339","MG0",1999
"ND95_6634","ND95_6634","MG0",1999
"ND95_958","ND95_958","MG0",1999
"ND96_1006","ND96_1006","MG0",1999
"ND96_8811","ND96_8811","MG0",1999
"ND96_8994","ND96_8994","MG0",1999
"ND96_9188","ND96_9188","MG0",1999
"OAC97_01","OAC97_01","MG00",1999
"OAC98_02_MG00","OAC98_02","MG00",1999
"OAC98_04_MG00","OAC98_04","MG00",1999
"OAC98_06","OAC98_06","MG0",1999
"OACStratford","OACStratford","MG0",1999
"ORC9801","ORC9801","MG0",1999
"ORC9802","ORC9802","MG0",1999
"ORC9803","ORC9803","MG0",1999
"ORC9804","ORC9804","MGI",1999
"ORC9807","ORC9807","MGII",1999
"ORC9808","ORC9808","MGII",1999
"OT96_15","OT96_15","MG0",1999
"OT96_25","OT96_25","MG0",1999
"OT98_1","OT98_1","MG0",1999
"OT98_14","OT98_14","MG00",1999
"OT98_16","OT98_16","MG00",1999
"OT98_7","OT98_7","MG0",1999
"Sargent","Sargent","MG0",1999
"SD_ND_95_1663_MGI","SD_ND_95_1663","MGI",1998
"SD_ND_95_1664_MGI","SD_ND_95_1664","MGI",1998
"SD92_26","SD92_26","MGI",1999
"SD96_111","SD96_111","MGI",1999
"SD96_119","SD96_119","MGII",1999
"SD96_1425","SD96_1425","MGII",1999
"SD96_16","SD96_16","MG0",1999
"SD96_1659","SD96_1659","MG0",1999
"SD96_1699_MGI","SD96_1699","MGI",1999
"SD96_1712","SD96_1712","MG0",1999
"SD96_190","SD96_190","MGII",1999
"SD96_195","SD96_195","MGII",1999
"SD96_1954","SD96_1954","MGI",1999
"SD96_1960","SD96_1960","MGII",1999
"SD96_203","SD96_203","MGII",1999
"SD96_206","SD96_206","MGI",1999
"SD96_2088","SD96_2088","MGII",1999
"SD96_2138","SD96_2138","MGII",1999
"SD96_2156","SD96_2156","MG0",1999
"SD96_2286","SD96_2286","MG0",1999
"SD96_2392","SD96_2392","MGI",1999
"SD96_33","SD96_33","MG0",1999
"SD96_343","SD96_343","MGI",1999
"SD96_367_MG0","SD96_367","MG0",1999
"SD96_373K","SD96_373K","MGI",1999
"SD96_421","SD96_421","MGII",1999
"SD96_586","SD96_586","MGI",1999
"SD96_648","SD96_648","MGI",1999
"SD96_702","SD96_702","MG0",1999
"SD96_755","SD96_755","MGI",1999
"SD96_77","SD96_77","MGII",1999
"SD96_782_MGI","SD96_782","MGI",1998
"SD96_DG5","SD96_DG5","MG0",1999
"SD96_LS14","SD96_LS14","MG0",1999
"Traill4","Traill4","MG0",1999
"U97_2002_MGI","U97_2002","MGI",1998
"U97_200574","U97_200574","MGII",1999
"U97_200644","U97_200644","MGII",1999
"U97_200668","U97_200668","MGII",1999
"U97_200726","U97_200726","MGII",1999
"U97_201128","U97_201128","MGIII",1999
"U97_201201","U97_201201","MGII",1999
"U97_201204","U97_201204","MGII",1999
"U97_201847","U97_201847","MGIII",1999
"U97_201855","U97_201855","MGII",1999
"U97_201856","U97_201856","MGIII",1999
"U97_202103","U97_202103","MGIII",1999
"U97_202661","U97_202661","MGII",1999
"U97_202942","U97_202942","MGII",1999
"U97_202973","U97_202973","MGII",1999
"U97_203021","U97_203021","MGIII",1999
"U97_203024","U97_203024","MGIII",1999
"U97_203025","U97_203025","MGIII",1999
"U97_203026","U97_203026","MGII",1999
"U97_203048","U97_203048","MGII",1999
"U97_207103","U97_207103","MGIII",1999
"U97_207115","U97_207115","MGIII",1999
"U97_207134_MGII","U97_207134","MGII",1999
"U97_207135","U97_207135","MGII",1999
"U97_207143","U97_207143","MGII",1999
"U97_2140_MGIII","U97_2140","MGIII",1998
"U97_303723","U97_303723","MGIII",1999
"U97_304004","U97_304004","MGIII",1999
"U97_3635_MGIV","U97_3635","MGIV",1998
"Walsh","Walsh","MG0",1999
"A98_883023_MGII","A98_883023","MGII",1999
"A99_115003","A99_115003","MGII",2000
"A99_115006","A99_115006","MGI",2000
"A99_115011","A99_115011","MGI",2000
"A99_115032","A99_115032","MGII",2000
"A99_116008","A99_116008","MGI",2000
"A99_116014","A99_116014","MGI",2000
"A99_116015","A99_116015","MGI",2000
"A99_116016","A99_116016","MGI",2000
"A99_116021","A99_116021","MGI",2000
"A99_116023","A99_116023","MGI",2000
"A99_116025","A99_116025","MGI",2000
"A99_116030","A99_116030","MGI",2000
"A99_116035","A99_116035","MGI",2000
"A99_116039","A99_116039","MGI",2000
"A99_116042","A99_116042","MGII",2000
"A99_217001","A99_217001","MGII",2000
"A99_217006_MGII","A99_217006","MGII",2000
"A99_217007","A99_217007","MGI",2000
"A99_217033","A99_217033","MGII",2000
"A99_217038","A99_217038","MGI",2000
"A99_217044","A99_217044","MGII",2000
"A99_218003","A99_218003","MGII",2000
"A99_218004","A99_218004","MGII",2000
"A99_218006","A99_218006","MGII",2000
"A99_218008","A99_218008","MGII",2000
"A99_218013","A99_218013","MGII",2000
"A99_218016","A99_218016","MGII",2000
"A99_218031","A99_218031","MGIII",2000
"A99_218032","A99_218032","MGIII",2000
"A99_218033","A99_218033","MGIII",2000
"A99_218034","A99_218034","MGII",2000
"A99_218037","A99_218037","MGIII",2000
"A99_314011","A99_314011","MGIII",2000
"A99_314032","A99_314032","MGIII",2000
"A99_314040","A99_314040","MGIII",2000
"A99_314041","A99_314041","MGII",2000
"A99_315011","A99_315011","MGIII",2000
"A99_315015","A99_315015","MGIII",2000
"A99_315018","A99_315018","MGIII",2000
"A99_315020","A99_315020","MGIII",2000
"A99_315022","A99_315022","MGIII",2000
"ACDundas","ACDundas","MG0",2000
"ACRodeo","ACRodeo","MG0",2000
"C1996","C1996","MGI",2000
"C1997","C1997","MGII",2000
"C1998","C1998","MGII",2000
"C1999","C1999","MGI",2000
"C2000","C2000","MGI",2000
"C2001","C2001","MGII",2000
"C2002","C2002","MGII",2000
"C2003","C2003","MGIII",2000
"C2004","C2004","MGIII",2000
"C2005","C2005","MGII",2000
"C2006","C2006","MGIII",2000
"C2007","C2007","MGIV",2000
"C2008","C2008","MGIV",2000
"C2009","C2009","MGIV",2000
"C2010","C2010","MGIII",2000
"E98050","E98050","MGII",2000
"E98083","E98083","MGII",2000
"E98131","E98131","MGII",2000
"E98170","E98170","MGII",2000
"E98192","E98192","MGII",2000
"E98195","E98195","MGIII",2000
"E98197","E98197","MGII",2000
"E98208","E98208","MGIII",2000
"E98250","E98250","MGII",2000
"E98256","E98256","MGIII",2000
"HC94_1363","HC94_1363","MGIV",2000
"HC94_488","HC94_488","MGIV",2000
"HC94_63PR","HC94_63PR","MGIV",2000
"HC94_944","HC94_944","MGIV",2000
"HC94_974_MGIV","HC94_974","MGIV",1998
"HC95_1314","HC95_1314","MGIII",2000
"HC95_1465","HC95_1465","MGIV",2000
"HC95_1495","HC95_1495","MGIII",2000
"HC95_1948","HC95_1948","MGIV",2000
"HC95_2137","HC95_2137","MGIII",2000
"HC95_3553","HC95_3553","MGIV",2000
"HC95_3993","HC95_3993","MGIV",2000
"HC95_3995","HC95_3995","MGIV",2000
"HC95_634","HC95_634","MGIII",2000
"HC96_1052","HC96_1052","MGIV",2000
"HC96_1403","HC96_1403","MGIII",2000
"HC96_1586","HC96_1586","MGIV",2000
"HC96_1620","HC96_1620","MGIV",2000
"HC96_1622","HC96_1622","MGIV",2000
"HC96_2737","HC96_2737","MGIV",2000
"HC96_2744","HC96_2744","MGIV",2000
"HC96_2954","HC96_2954","MGIV",2000
"HC96_39PR","HC96_39PR","MGIV",2000
"HC96_45PR","HC96_45PR","MGIII",2000
"HC96_513","HC96_513","MGIII",2000
"HC96_55PR","HC96_55PR","MGIV",2000
"HC96_59PR","HC96_59PR","MGIII",2000
"HC96_64PR","HC96_64PR","MGIII",2000
"HC96_74PR","HC96_74PR","MGIV",2000
"HC97_101PR","HC97_101PR","MGIII",2000
"HC97_120PR","HC97_120PR","MGIV",2000
"HC97_1557","HC97_1557","MGIV",2000
"HC97_166PR","HC97_166PR","MGIV",2000
"HC97_168PR","HC97_168PR","MGIV",2000
"HC97_16PR","HC97_16PR","MGIII",2000
"HC97_176PR","HC97_176PR","MGIII",2000
"HC97_18MB","HC97_18MB","MGIV",2000
"HC97_232PR","HC97_232PR","MGIV",2000
"HC97_235PR","HC97_235PR","MGIV",2000
"HC97_240PR","HC97_240PR","MGIV",2000
"HC97_27MB","HC97_27MB","MGIV",2000
"HC97_3674","HC97_3674","MGIV",2000
"HC97_438","HC97_438","MGIV",2000
"HC97_446","HC97_446","MGIV",2000
"HC97_465","HC97_465","MGIV",2000
"HC97_74PR","HC97_74PR","MGIII",2000
"HC97_83PR","HC97_83PR","MGIV",2000
"HF97_011_MGIII","HF97_011","MGIII",1999
"HF97_076_MGIII","HF97_076","MGIII",1999
"HF98_023","HF98_023","MGIII",2000
"HF98_152","HF98_152","MGIII",2000
"HF98_154","HF98_154","MGIII",2000
"HS97_4918","HS97_4918","MGII",2000
"HS97_4926","HS97_4926","MGII",2000
"HS98_3218","HS98_3218","MGII",2000
"HS98_3621","HS98_3621","MGIII",2000
"HS98_3637","HS98_3637","MGIII",2000
"IA2050_MGII","IA2050","MGII",1997
"IA3014","IA3014","MGIII",2000
"IA3023","IA3023","MGIII",2000
"Jim","Jim","MG00",2000
"K1484","K1484","MGIII",2000
"K1485","K1485","MGIII",2000
"K1486","K1486","MGIII",2000
"K1487","K1487","MGIII",2000
"K1489","K1489","MGIII",2000
"K1490","K1490","MGIV",2000
"K1491","K1491","MGIV",2000
"K1492","K1492","MGIV",2000
"K1493","K1493","MGIV",2000
"K1494","K1494","MGIV",2000
"K1495","K1495","MGIV",2000
"K1496","K1496","MGIV",2000
"K1497","K1497","MGIV",2000
"LN94_14862_97_2","LN94_14862_97_2","MGII",2000
"LN94_15200_97","LN94_15200_97","MGIII",2000
"LN95_15230","LN95_15230","MGIV",2000
"LN95_2233","LN95_2233","MGIII",2000
"LN95_3800","LN95_3800","MGIII",2000
"LN95_3858","LN95_3858","MGIII",2000
"LN95_5817","LN95_5817","MGIII",2000
"LN95_6415","LN95_6415","MGIII",2000
"LN95_6446_MGIII","LN95_6446","MGIII",1999
"LN96_102","LN96_102","MGIII",2000
"LN97_11505","LN97_11505","MGIV",2000
"LN97_11702","LN97_11702","MGIV",2000
"LN97_13138","LN97_13138","MGIV",2000
"LN97_14633","LN97_14633","MGIII",2000
"LN97_14727","LN97_14727","MGIII",2000
"LN97_14868","LN97_14868","MGIII",2000
"LN97_14890","LN97_14890","MGII",2000
"LN97_14926_MGII","LN97_14926","MGII",2000
"LN97_15076","LN97_15076","MGIV",2000
"LN97_18235","LN97_18235","MGIV",2000
"LS97_0219","LS97_0219","MGIV",2000
"LS97_1218","LS97_1218","MGIV",2000
"LS97_3221","LS97_3221","MGIV",2000
"LS97_3406","LS97_3406","MGIV",2000
"LS97_3617","LS97_3617","MGIV",2000
"LS97_3718","LS97_3718","MGIV",2000
"LS97_3817","LS97_3817","MGIV",2000
"M91_153087","M91_153087","MGII",2000
"M93_310162","M93_310162","MG00",2000
"M93_316029","M93_316029","MGI",2000
"M93_318100","M93_318100","MGI",2000
"M93_326056","M93_326056","MGI",2000
"M93_330072","M93_330072","MGI",2000
"M93_330105","M93_330105","MGI",2000
"M93_350114","M93_350114","MGI",2000
"M94_115011","M94_115011","MGI",2000
"M94_133132","M94_133132","MG0",2000
"M94_135019","M94_135019","MG00",2000
"M94_135066","M94_135066","MG00",2000
"M94_139132","M94_139132","MG0",2000
"M94_147018_MG0","M94_147018","MG0",2000
"M94_147035","M94_147035","MG0",2000
"M94_161045_MG00","M94_161045","MG00",2000
"M94_161072","M94_161072","MGI",2000
"M94_161141","M94_161141","MG0",2000
"M94_161151","M94_161151","MG00",2000
"M94_162105","M94_162105","MGI",2000
"M94_175039","M94_175039","MG0",2000
"M94_175050","M94_175050","MG0",2000
"M94_176021","M94_176021","MG0",2000
"M94_176109","M94_176109","MG0",2000
"M94_190023","M94_190023","MG0",2000
"M94_190041","M94_190041","MG0",2000
"M94_190084","M94_190084","MG0",2000
"M94_208020","M94_208020","MG00",2000
"M94_209136","M94_209136","MGI",2000
"M94_275010","M94_275010","MGI",2000
"M94_275024","M94_275024","MG0",2000
"M95_101005","M95_101005","MG0",2000
"M95_106072","M95_106072","MGI",2000
"M95_114006","M95_114006","MG0",2000
"M95_116011","M95_116011","MG00",2000
"M95_123023","M95_123023","MG0",2000
"M95_123116","M95_123116","MG0",2000
"M95_138088","M95_138088","MGI",2000
"Md97_5902","Md97_5902","MGIV",2000
"Md97_6521","Md97_6521","MGIV",2000
"Md97_6525","Md97_6525","MGIV",2000
"Md97_6546","Md97_6546","MGIV",2000
"MN0902CN","MN0902CN","MG0",2000
"ND95_1564","ND95_1564","MG0",2000
"ND97_1037","ND97_1037","MG0",2000
"ND97_1064","ND97_1064","MG00",2000
"ND97_1203","ND97_1203","MG0",2000
"ND97_1211","ND97_1211","MG00",2000
"ND97_1215","ND97_1215","MG0",2000
"ND97_1218","ND97_1218","MG0",2000
"ND97_1223","ND97_1223","MG0",2000
"ND97_1385","ND97_1385","MG00",2000
"ND97_1676","ND97_1676","MG0",2000
"ND97_1701","ND97_1701","MG00",2000
"ND97_1702","ND97_1702","MG00",2000
"ND97_1707","ND97_1707","MG00",2000
"ND97_1763","ND97_1763","MG00",2000
"ND97_2086","ND97_2086","MG0",2000
"ND97_763","ND97_763","MG0",2000
"ND97_935","ND97_935","MG00",2000
"OAC98_01","OAC98_01","MG00",2000
"OAC98_02_MG0","OAC98_02","MG0",1999
"OAC98_04_MG0","OAC98_04","MG0",1999
"OAC98_12","OAC98_12","MGI",2000
"OAC98_32","OAC98_32","MG00",2000
"OAC98_33","OAC98_33","MG0",2000
"OAC99_02","OAC99_02","MG00",2000
"OAC99_17","OAC99_17","MG0",2000
"OAC99_21","OAC99_21","MGI",2000
"OAC99_36","OAC99_36","MG0",2000
"OAC99_38","OAC99_38","MGI",2000
"OAC99_54","OAC99_54","MGI",2000
"ORC9903","ORC9903","MG0",2000
"ORC9904","ORC9904","MGI",2000
"ORC9905","ORC9905","MGII",2000
"ORC9906","ORC9906","MGII",2000
"ORC9910","ORC9910","MGI",2000
"OT99_1","OT99_1","MG0",2000
"OT99_13","OT99_13","MG00",2000
"OT99_2","OT99_2","MG0",2000
"OT99_8","OT99_8","MG00",2000
"PRO28_53","PRO28_53","MG0",2000
"RCATWildcat","RCATWildcat","MG0",2000
"SD96_1236","SD96_1236","MGI",2000
"SD96_1699_MG0","SD96_1699","MG0",1999
"SD96_314K","SD96_314K","MGI",2000
"SD96_367_MGI","SD96_367","MGI",1999
"SD96_460K","SD96_460K","MGI",2000
"SD97_1224","SD97_1224","MGII",2000
"SD97_1233","SD97_1233","MGI",2000
"SD97_1313","SD97_1313","MG0",2000
"SD97_157","SD97_157","MGII",2000
"SD97_1850","SD97_1850","MGII",2000
"SD97_1884","SD97_1884","MGI",2000
"SD97_1973","SD97_1973","MGI",2000
"SD97_2111","SD97_2111","MGI",2000
"SD97_2135","SD97_2135","MG0",2000
"SD97_2154","SD97_2154","MG0",2000
"SD97_2178","SD97_2178","MG0",2000
"SD97_2226","SD97_2226","MGI",2000
"SD97_230","SD97_230","MGII",2000
"SD97_2307","SD97_2307","MG0",2000
"SD97_2585","SD97_2585","MG0",2000
"SD97_2676","SD97_2676","MGI",2000
"SD97_2915","SD97_2915","MG0",2000
"SD97_330","SD97_330","MGII",2000
"SD97_412","SD97_412","MGI",2000
"SD97_456","SD97_456","MGII",2000
"SD97_460","SD97_460","MGII",2000
"SD97_556","SD97_556","MGI",2000
"SD97_575","SD97_575","MGI",2000
"SD97_580","SD97_580","MGII",2000
"SD97_652","SD97_652","MG0",2000
"SD97_661","SD97_661","MGII",2000
"SD97_749","SD97_749","MG0",2000
"SD97_776","SD97_776","MG0",2000
"Skylla","Skylla","MGII",2000
"SN97_1910","SN97_1910","MGIV",2000
"SN97_1938","SN97_1938","MGIV",2000
"SN97_1974","SN97_1974","MGIV",2000
"SN97_2538","SN97_2538","MGIII",2000
"SN97_2556","SN97_2556","MGIII",2000
"SN97_2558","SN97_2558","MGIII",2000
"SN97_2581","SN97_2581","MGIII",2000
"SN97_2657","SN97_2657","MGIII",2000
"SN97_3334","SN97_3334","MGIII",2000
"SN97_3342","SN97_3342","MGIII",2000
"SN97_3416","SN97_3416","MGIII",2000
"SN97_3421","SN97_3421","MGIII",2000
"SS95_11009","SS95_11009","MGIV",2000
"SS95_3486","SS95_3486","MGIV",2000
"Strong","Strong","MGIV",2000
"U98_200207","U98_200207","MGII",2000
"U98_200350","U98_200350","MGII",2000
"U98_200749","U98_200749","MGII",2000
"U98_200912_MGII","U98_200912","MGII",2000
"U98_200919","U98_200919","MGII",2000
"U98_200931","U98_200931","MGII",2000
"U98_200938","U98_200938","MGII",2000
"U98_201113_MGII","U98_201113","MGII",2000
"U98_201149","U98_201149","MGII",2000
"U98_201506","U98_201506","MGIII",2000
"U98_201559","U98_201559","MGIV",2000
"U98_201758","U98_201758","MGIII",2000
"U98_201913","U98_201913","MGIII",2000
"U98_202454","U98_202454","MGIII",2000
"U98_300460","U98_300460","MGIV",2000
"U98_303527","U98_303527","MGIII",2000
"U98_304463","U98_304463","MGIII",2000
"U98_307157","U98_307157","MGIV",2000
"U98_307162","U98_307162","MGIII",2000
"U98_307723","U98_307723","MGIII",2000
"U98_307735","U98_307735","MGIII",2000
"U98_307749","U98_307749","MGIII",2000
"U98_307917","U98_307917","MGIII",2000
"U98_308035","U98_308035","MGIII",2000
"U98_308038","U98_308038","MGIII",2000
"U98_308307","U98_308307","MGIV",2000
"A00_711003","A00_711003","MGII",2001
"A00_711020","A00_711020","MGI",2001
"A00_711022","A00_711022","MGII",2001
"A00_711023","A00_711023","MGII",2001
"A00_711024","A00_711024","MGI",2001
"A00_711025","A00_711025","MGII",2001
"A00_711036","A00_711036","MGII",2001
"A00_711041","A00_711041","MGII",2001
"A00_711042","A00_711042","MGII",2001
"A00_711063","A00_711063","MGII",2001
"A00_712003","A00_712003","MGI",2001
"A00_712008","A00_712008","MGI",2001
"A00_712009","A00_712009","MGI",2001
"A00_712012","A00_712012","MGI",2001
"A00_712013","A00_712013","MGI",2001
"A00_712014","A00_712014","MGI",2001
"A00_712023","A00_712023","MGI",2001
"A00_712040","A00_712040","MGI",2001
"A00_712041","A00_712041","MGII",2001
"A00_712043","A00_712043","MGI",2001
"A00_712047","A00_712047","MGI",2001
"A00_712049","A00_712049","MGI",2001
"A00_712059","A00_712059","MGII",2001
