"GermplasmId_2","GermplasmId","MG","Year"
"ND10_2763_MG00","ND10_2763","MG00",2013
"ND10_2769_MG00","ND10_2769","MG00",2013
"ND10_2933","ND10_2933","MG0",2013
"ND10_2993","ND10_2993","MG00",2013
"ND10_3315","ND10_3315","MG0",2013
"ND10_3318","ND10_3318","MG0",2013
"ND10_3330","ND10_3330","MG0",2013
"ND10_3401","ND10_3401","MG00",2013
"ND10_3413","ND10_3413","MG0",2013
"ND10_3417","ND10_3417","MG00",2013
"ND10_3419_MG00","ND10_3419","MG00",2013
"ND10_3427_MG00","ND10_3427","MG00",2013
"ND10_3434","ND10_3434","MG0",2013
"ND10_3446_MG00","ND10_3446","MG00",2013
"ND10_3449_MG00","ND10_3449","MG00",2013
"ND10_3459","ND10_3459","MG0",2013
"ND10_3473_MG00","ND10_3473","MG00",2013
"ND10_3495_MG00","ND10_3495","MG00",2013
"ND10_4423","ND10_4423","MG00",2013
"ND10_4485","ND10_4485","MG0",2013
"ND10_4518","ND10_4518","MG0",2013
"ND10_4839","ND10_4839","MG00",2013
"ND10_4865","ND10_4865","MG00",2013
"NDStutsman","NDStutsman","MG0",2013
"OAC11_13C","OAC11_13C","MG00",2013
"OAC11_25C","OAC11_25C","MG0",2013
"OAC11_34C","OAC11_34C","MG0",2013
"OAC11_37C","OAC11_37C","MGI",2013
"OAC11_43C","OAC11_43C","MG0",2013
"OAC11_46C","OAC11_46C","MGI",2013
"OAC11_51C","OAC11_51C","MGI",2013
"S10_6090RR","S10_6090RR","MGIV",2013
"S11_10082","S11_10082","MGIV",2013
"S11_10163","S11_10163","MGIV",2013
"S11_14926","S11_14926","MGIV",2013
"S11_15382","S11_15382","MGIV",2013
"S11_9938","S11_9938","MGIV",2013
"SA10_11227","SA10_11227","MGIV",2013
"SA10_8471","SA10_8471","MGIV",2013
"SD09CV_2038_MGI","SD09CV_2038","MGI",2012
"SD09CV_2096_MGI","SD09CV_2096","MGI",2012
"SD10_7225","SD10_7225","MGII",2013
"SD10_7247","SD10_7247","MGII",2013
"SD10_7346","SD10_7346","MGII",2013
"SD10CV_0004","SD10CV_0004","MG0",2013
"SD10CV_0066","SD10CV_0066","MG0",2013
"SD10CV_0096","SD10CV_0096","MG0",2013
"SD10CV_0129","SD10CV_0129","MG0",2013
"SD10CV_0140","SD10CV_0140","MG0",2013
"SD10CV_0152","SD10CV_0152","MG0",2013
"SD10CV_0156","SD10CV_0156","MG0",2013
"SD10CV_1156","SD10CV_1156","MGI",2013
"SD10CV_1181","SD10CV_1181","MGI",2013
"SD10CV_1218","SD10CV_1218","MGI",2013
"SD10CV_1225","SD10CV_1225","MGI",2013
"SD10CV_1235","SD10CV_1235","MGI",2013
"SD10CV_2005","SD10CV_2005","MGII",2013
"SD10CV_2013","SD10CV_2013","MGII",2013
"SDFA07_771","SDFA07_771","MGI",2013
"U11_605110","U11_605110","MGIII",2013
"U11_607174R_MGII","U11_607174R","MGII",2012
"U11_609165R_MGII","U11_609165R","MGII",2012
"U11_610107_MGI","U11_610107","MGI",2013
"U11_610109","U11_610109","MGII",2013
"U11_610122","U11_610122","MGII",2013
"U11_611112","U11_611112","MGII",2013
"U11_614119","U11_614119","MGII",2013
"U11_615155","U11_615155","MGII",2013
"U11_615157","U11_615157","MGIII",2013
"U11_616086","U11_616086","MGIII",2013
"U11_616107","U11_616107","MGII",2013
"U11_616111","U11_616111","MGIII",2013
"U11_619102","U11_619102","MGII",2013
"U11_619104","U11_619104","MGII",2013
"U11_620101","U11_620101","MGII",2013
"U11_621085","U11_621085","MGIII",2013
"U11_622089","U11_622089","MGII",2013
"U11_622148","U11_622148","MGIII",2013
"U11_623105","U11_623105","MGIII",2013
"U11_628132","U11_628132","MGIII",2013
"U11_629113","U11_629113","MGIII",2013
"U11_630092","U11_630092","MGIII",2013
"U11_641122","U11_641122","MGIII",2013
"U11_649117","U11_649117","MGIII",2013
"U11_903002","U11_903002","MGI",2013
"U11_905076","U11_905076","MGI",2013
"U11_907098_MGI","U11_907098","MGI",2013
"U11_910094","U11_910094","MGII",2013
"U11_911074","U11_911074","MGI",2013
"U11_911079_MGI","U11_911079","MGI",2013
"U11_913028","U11_913028","MGI",2013
"U11_913102","U11_913102","MGI",2013
"U11_915054","U11_915054","MGI",2013
"U11_917032_MGI","U11_917032","MGI",2013
"U11_918019_MGI","U11_918019","MGI",2013
"U11_918052","U11_918052","MGI",2013
"U11_919011","U11_919011","MGII",2013
"U11_920016","U11_920016","MGII",2013
"U11_920017_MGII","U11_920017","MGII",2013
"U11_932025","U11_932025","MGI",2013
"U11_932077","U11_932077","MGI",2013
"U11_932079","U11_932079","MGI",2013
"U12_902102R","U12_902102R","MGII",2013
"U12_902104R","U12_902104R","MGII",2013
"U12_902108R","U12_902108R","MGII",2013
"U12_903108R","U12_903108R","MGI",2013
"U12_903124R","U12_903124R","MGIII",2013
"U12_904114R","U12_904114R","MGI",2013
"U12_906103R","U12_906103R","MGIII",2013
"U12_907117R","U12_907117R","MGII",2013
"U12_909110R","U12_909110R","MGII",2013
"U12_911104R","U12_911104R","MGIII",2013
"U12_913114R","U12_913114R","MGIII",2013
"U12_915108R","U12_915108R","MGIII",2013
"U12_916111R","U12_916111R","MGIII",2013
"U12_916112R","U12_916112R","MGIII",2013
"U12_917104R","U12_917104R","MGIII",2013
"U12_920105R","U12_920105R","MGI",2013
"U12_920124R","U12_920124R","MGII",2013
"U12_922122R","U12_922122R","MGI",2013
"U12_923116R","U12_923116R","MGII",2013
"U12_923122R","U12_923122R","MGII",2013
"U12_924117R","U12_924117R","MGII",2013
"U12_926101R","U12_926101R","MGIII",2013
"U12_926110R","U12_926110R","MGII",2013
"U12_926115R","U12_926115R","MGII",2013
"U12_927105R","U12_927105R","MGII",2013
"AG0832","AG0832","MG0",2014
"AG2632","AG2632","MGII",2014
"AG3432","AG3432","MGIII",2014
"AG3832_MGIII","AG3832","MGIII",2014
"AG3832_MGIV","AG3832","MGIV",2014
"AG4032","AG4032","MGIV",2014
"AR12_128006","AR12_128006","MGI",2014
"AR12_228007_MGII","AR12_228007","MGII",2013
"AR12_228071","AR12_228071","MGII",2014
"AR12_228090","AR12_228090","MGI",2014
"AR13_132025","AR13_132025","MGI",2014
"AR13_132036","AR13_132036","MGI",2014
"AR13_132037_MGI","AR13_132037","MGI",2014
"AR13_132061","AR13_132061","MGI",2014
"AR13_232001","AR13_232001","MGII",2014
"AR13_232013","AR13_232013","MGII",2014
"AR13_232102","AR13_232102","MGII",2014
"AR13_332001","AR13_332001","MGIII",2014
"AR13_332013","AR13_332013","MGIII",2014
"AR13_332017","AR13_332017","MGIII",2014
"AR13_332023","AR13_332023","MGIII",2014
"AR13_332029","AR13_332029","MGIII",2014
"AR13_332030","AR13_332030","MGIII",2014
"AR13_332047","AR13_332047","MGIII",2014
"AR13_332056","AR13_332056","MGIII",2014
"AR13_332057","AR13_332057","MGIII",2014
"AR13_332085","AR13_332085","MGIII",2014
"AW10_653019","AW10_653019","MGII",2014
"AW11_103013","AW11_103013","MGII",2014
"AW11_203034","AW11_203034","MGII",2014
"AW11_203039","AW11_203039","MGII",2014
"AW12_701015","AW12_701015","MGII",2014
"AW12_701024","AW12_701024","MGII",2014
"AW12_701034","AW12_701034","MGI",2014
"AW12_701044","AW12_701044","MGI",2014
"AW12_702029","AW12_702029","MGII",2014
"AW12_801020","AW12_801020","MGII",2014
"AW12_801031","AW12_801031","MGIII",2014
"AW12_801045","AW12_801045","MGIII",2014
"E12007","E12007","MGII",2014
"E12020","E12020","MGII",2014
"E12023","E12023","MGII",2014
"E12034","E12034","MGII",2014
"E12042","E12042","MGII",2014
"E12061","E12061","MGII",2014
"E12076","E12076","MGII",2014
"E12084","E12084","MGII",2014
"E12247","E12247","MGII",2014
"E12377","E12377","MGII",2014
"E12397","E12397","MGII",2014
"HM11_W193_MGIV","HM11_W193","MGIV",2013
"HM12_N067","HM12_N067","MGIII",2014
"HM12_N069","HM12_N069","MGIII",2014
"HM12_O040","HM12_O040","MGIII",2014
"HM12_O068","HM12_O068","MGIII",2014
"HM12_P077","HM12_P077","MGII",2014
"HM12_W005","HM12_W005","MGII",2014
"HM12_W069","HM12_W069","MGIII",2014
"HM12_W171","HM12_W171","MGIII",2014
"HM12_W180","HM12_W180","MGIII",2014
"HM12_W300","HM12_W300","MGIII",2014
"HR10_3060","HR10_3060","MGII",2014
"HR10_3325","HR10_3325","MGIII",2014
"HR10_3329","HR10_3329","MGIII",2014
"HR10_3342_MGIV","HR10_3342","MGIV",2014
"HR10_3349","HR10_3349","MGIII",2014
"JTN_4114","JTN_4114","MGIV",2014
"JTN_4214","JTN_4214","MGIV",2014
"K12_1464","K12_1464","MGIV",2014
"K12_1546","K12_1546","MGIV",2014
"K12_1575","K12_1575","MGIV",2014
"K12_1770","K12_1770","MGIV",2014
"K12_1781","K12_1781","MGIV",2014
"K12_2094","K12_2094","MGIV",2014
"K12_2236","K12_2236","MGIV",2014
"K12_2315","K12_2315","MGIV",2014
"K12_2333","K12_2333","MGIV",2014
"K12_2344","K12_2344","MGIV",2014
"LD10_10198","LD10_10198","MGII",2014
"LD10_10219","LD10_10219","MGIII",2014
"LD10_5903a","LD10_5903a","MGII",2014
"LD10_9409","LD10_9409","MGIII",2014
"LD10_9763","LD10_9763","MGIII",2014
"LD11_10069","LD11_10069","MGIII",2014
"LD11_11299","LD11_11299","MGIV",2014
"LD11_1249","LD11_1249","MGIII",2014
"LD11_13479R2a","LD11_13479R2a","MGIII",2014
"LD11_13494R2a","LD11_13494R2a","MGIII",2014
"LD11_13523R2a","LD11_13523R2a","MGIII",2014
"LD11_13677R2","LD11_13677R2","MGIII",2014
"LD11_13802R2","LD11_13802R2","MGIII",2014
"LD11_1882","LD11_1882","MGIII",2014
"LD11_304","LD11_304","MGII",2014
"LD11_3619","LD11_3619","MGIV",2014
"LD11_643","LD11_643","MGII",2014
"LD11_6883","LD11_6883","MGII",2014
"LD11_9790_MGIV","LD11_9790","MGIV",2014
"LG10_3278","LG10_3278","MGIV",2014
"LG10_3432","LG10_3432","MGIII",2014
"LG11_6212","LG11_6212","MGIII",2014
"LG11_6759","LG11_6759","MGIV",2014
"LG11_6760","LG11_6760","MGIV",2014
"LG12_1023","LG12_1023","MGIII",2014
"LG12_2087","LG12_2087","MGIII",2014
"LG12_2096","LG12_2096","MGIII",2014
"LG12_2177","LG12_2177","MGIII",2014
"LG12_3475","LG12_3475","MGIV",2014
"LG12_3478","LG12_3478","MGIV",2014
"LG12_3738","LG12_3738","MGIV",2014
"LG12_3771","LG12_3771","MGIV",2014
"LG12_3913","LG12_3913","MGIII",2014
"LG12_4068","LG12_4068","MGIV",2014
"LG12_4072","LG12_4072","MGIV",2014
"LG12_4073","LG12_4073","MGIV",2014
"M04_242040","M04_242040","MG00",2014
"M06_381085_MGI","M06_381085","MGI",2012
"M07_260028_MG0","M07_260028","MG0",2013
"M07_340035_MG00","M07_340035","MG00",2013
"M08_144031_MG0","M08_144031","MG0",2013
"M08_144119_MG0","M08_144119","MG0",2013
"M08_207033","M08_207033","MGI",2014
"M08_212028","M08_212028","MG00",2014
"M08_212033","M08_212033","MG0",2014
"M08_218002","M08_218002","MG0",2014
"M08_218089","M08_218089","MG0",2014
"M08_221060","M08_221060","MG0",2014
"M08_224032","M08_224032","MGI",2014
"M08_224101","M08_224101","MG0",2014
"M08_225081","M08_225081","MG0",2014
"M08_231043","M08_231043","MG0",2014
"M08_271196_MG00","M08_271196","MG00",2014
"M08_271308","M08_271308","MG00",2014
"M08_271313","M08_271313","MG00",2014
"M08_271319","M08_271319","MG00",2014
"M08_337014","M08_337014","MG0",2014
"M08_359053_MG00","M08_359053","MG00",2014
"M08_391087","M08_391087","MGI",2014
"M08_427065","M08_427065","MG0",2014
"M08_434013","M08_434013","MG0",2014
"M08_434024","M08_434024","MG0",2014
"M08_608002","M08_608002","MGI",2014
"M08_608015","M08_608015","MGII",2014
"M08_608018","M08_608018","MGII",2014
"M08_608051","M08_608051","MGI",2014
"M08_608106","M08_608106","MGII",2014
"M08_609011","M08_609011","MGI",2014
"M09_159052","M09_159052","MG0",2014
"M09_169049","M09_169049","MGI",2014
"M09_876012","M09_876012","MG0",2014
"M09_876016","M09_876016","MG0",2014
"M09_876026","M09_876026","MGI",2014
"M09_876048_MG0","M09_876048","MG0",2014
"M09_876048_MGI","M09_876048","MGI",2014
"M09_876061","M09_876061","MGI",2014
"M09_876062","M09_876062","MGI",2014
"M09_877004","M09_877004","MGI",2014
"M09_877021","M09_877021","MGII",2014
"M09_877022","M09_877022","MGI",2014
"M09_877026","M09_877026","MGII",2014
"M09_878011","M09_878011","MG0",2014
"M09_878013","M09_878013","MGI",2014
"M09_878071","M09_878071","MG0",2014
"M09_878072","M09_878072","MG0",2014
"M09_878087","M09_878087","MG0",2014
"M09_878090","M09_878090","MG0",2014
"MLG07_6251013","MLG07_6251013","MGII",2014
"ND10_2763_MG0","ND10_2763","MG0",2013
"ND10_2769_MG0","ND10_2769","MG0",2013
"ND10_3048","ND10_3048","MG0",2014
"ND10_3323","ND10_3323","MG0",2014
"ND10_3419_MG0","ND10_3419","MG0",2013
"ND10_3427_MG0","ND10_3427","MG0",2013
"ND10_3446_MG0","ND10_3446","MG0",2013
"ND10_3449_MG0","ND10_3449","MG0",2013
"ND10_3460","ND10_3460","MG0",2014
"ND10_3473_MG0","ND10_3473","MG0",2013
"ND10_3482","ND10_3482","MG0",2014
"ND10_3495_MG0","ND10_3495","MG0",2013
"ND10_3600","ND10_3600","MG0",2014
"ND10_3601","ND10_3601","MG0",2014
"ND10_3608","ND10_3608","MG0",2014
"ND10_3610","ND10_3610","MG0",2014
"ND11_16570","ND11_16570","MG00",2014
"ND11_16587","ND11_16587","MG00",2014
"ND11_16588","ND11_16588","MG00",2014
"ND11_16827","ND11_16827","MG00",2014
"ND11_16843","ND11_16843","MG00",2014
"ND11_19225","ND11_19225","MG00",2014
"ND11_19314","ND11_19314","MG00",2014
"ND11_19322","ND11_19322","MG00",2014
"ND11_19513","ND11_19513","MG00",2014
"ND11_19539","ND11_19539","MG00",2014
"ND11_19725","ND11_19725","MG00",2014
"ND11_3473","ND11_3473","MG0",2014
"ND11_3672","ND11_3672","MG0",2014
"ND11_3778","ND11_3778","MG0",2014
"ND11_3819","ND11_3819","MG0",2014
"ND11_3820","ND11_3820","MG0",2014
"NDBenson","NDBenson","MG0",2014
"OAC12_107C_HO","OAC12_107C_HO","MGI",2014
"OAC12_19C","OAC12_19C","MG0",2014
"OAC12_21C","OAC12_21C","MG0",2014
"OAC12_31C","OAC12_31C","MG0",2014
"OAC12_44C","OAC12_44C","MG0",2014
"OAC12_61C","OAC12_61C","MGI",2014
"OAC12_66C","OAC12_66C","MGI",2014
"OAC12_86C","OAC12_86C","MGI",2014
"OAC12_98C","OAC12_98C","MGI",2014
"OAC13_05C","OAC13_05C","MG00",2014
"OAC13_06C","OAC13_06C","MG00",2014
"ORC5811N","ORC5811N","MGII",2014
"ORC7612N","ORC7612N","MGI",2014
"S12_1879","S12_1879","MGIV",2014
"S12_1939","S12_1939","MGIV",2014
"S12_3318","S12_3318","MGIV",2014
"S12_3443","S12_3443","MGIV",2014
"S12_3728","S12_3728","MGIV",2014
"S12_3779","S12_3779","MGIV",2014
"SA11_10168","SA11_10168","MGIV",2014
"SA11_10182","SA11_10182","MGIV",2014
"SA11_15334","SA11_15334","MGIV",2014
"SA11_18687","SA11_18687","MGIV",2014
"SA11_3268","SA11_3268","MGIII",2014
"SA11_9446","SA11_9446","MGIV",2014
"SA11_9478RR","SA11_9478RR","MGIV",2014
"U11_214015","U11_214015","MGII",2014
"U11_227016","U11_227016","MGI",2014
"U11_230017","U11_230017","MGII",2014
"U11_230030","U11_230030","MGI",2014
"U11_309049","U11_309049","MGII",2014
"U11_310076","U11_310076","MGII",2014
"U11_311071","U11_311071","MGII",2014
"U11_343008","U11_343008","MGIII",2014
"U11_346046_MGII","U11_346046","MGII",2014
"U11_360009","U11_360009","MGIII",2014
"U11_374036","U11_374036","MGII",2014
"U11_376008","U11_376008","MGII",2014
"U11_377007","U11_377007","MGIII",2014
"U11_380035","U11_380035","MGIII",2014
"U11_389031","U11_389031","MGII",2014
"U11_396029_MGII","U11_396029","MGII",2014
"U11_396034_MGII","U11_396034","MGII",2014
"U11_410122","U11_410122","MGIII",2014
"U11_430085","U11_430085","MGIII",2014
"U11_431093","U11_431093","MGII",2014
"U11_441098","U11_441098","MGIII",2014
"U11_444079","U11_444079","MGII",2014
"U11_444083","U11_444083","MGIII",2014
"U11_448096","U11_448096","MGIII",2014
"U11_449075","U11_449075","MGII",2014
"U11_449088","U11_449088","MGIII",2014
"U11_449096","U11_449096","MGII",2014
"U11_468126","U11_468126","MGIII",2014
"U11_494100","U11_494100","MGIII",2014
"U11_610107_MGII","U11_610107","MGII",2013
"U11_612121","U11_612121","MGIII",2014
"U11_614093","U11_614093","MGIII",2014
"U12_611009","U12_611009","MGIII",2014
"U12_903112R","U12_903112R","MGII",2014
"U12_905062_MGI","U12_905062","MGI",2014
"U12_909109R_MGII","U12_909109R","MGII",2014
"U12_911082","U12_911082","MGI",2014
"U12_912090","U12_912090","MGI",2014
"U12_916003","U12_916003","MGI",2014
"U12_916110R","U12_916110R","MGIII",2014
"U12_917111R","U12_917111R","MGIII",2014
"U12_917123R","U12_917123R","MGII",2014
"U12_918010","U12_918010","MGI",2014
"U12_919011","U12_919011","MGI",2014
"U12_920016","U12_920016","MGI",2014
"U12_921005","U12_921005","MGI",2014
"U12_921014","U12_921014","MGI",2014
"U12_921087","U12_921087","MGI",2014
"U12_921088","U12_921088","MGI",2014
"U12_922059","U12_922059","MGI",2014
"U12_924100R","U12_924100R","MGII",2014
"AG00133","AG00133","MG00",2015
"AG00632","AG00632","MG00",2015
"AG00932","AG00932","MG00",2015
"AG1234_MG0","AG1234","MG0",2015
"AG1234_MGI","AG1234","MGI",2015
"AG1733","AG1733","MGI",2015
"AG2535","AG2535","MGII",2015
"AG3334","AG3334","MGIII",2015
"AG4033","AG4033","MGIV",2015
"AR13_231017","AR13_231017","MGII",2015
"AR13_232011","AR13_232011","MGIII",2015
"AR13_232049","AR13_232049","MGII",2015
"AR13_232073","AR13_232073","MGIII",2015
"AR13_232106","AR13_232106","MGII",2015
"AR13_332048","AR13_332048","MGIII",2015
"AR13_332087","AR13_332087","MGIII",2015
"AR14_248009","AR14_248009","MGII",2015
"AR14_248020_MGII","AR14_248020","MGII",2015
"DSN11_02178","DSN11_02178","MGIII",2015
"DSN11_03023","DSN11_03023","MGIII",2015
"DSN11_03174_MGIII","DSN11_03174","MGIII",2015
"DSN11_06152","DSN11_06152","MGIII",2015
"E13100","E13100","MGII",2015
"E13126","E13126","MGII",2015
"E13132","E13132","MGII",2015
"E13139","E13139","MGII",2015
"E13212","E13212","MGII",2015
"E13268","E13268","MGII",2015
"E13298","E13298","MGII",2015
"E13345","E13345","MGII",2015
"E13364","E13364","MGII",2015
"E13369","E13369","MGII",2015
"E13370","E13370","MGII",2015
"HM11_G011","HM11_G011","MGIII",2015
"HM13_R061","HM13_R061","MGIII",2015
"HM13_R079","HM13_R079","MGIII",2015
"HM13_S072","HM13_S072","MGIII",2015
"HM13_T053","HM13_T053","MGIII",2015
"HM13_W045","HM13_W045","MGIII",2015
"HM13_W098","HM13_W098","MGIII",2015
"HM13_W128","HM13_W128","MGIII",2015
"HM13_W155","HM13_W155","MGII",2015
"HR10_3342_MGIII","HR10_3342","MGIII",2014
"HR10_3487","HR10_3487","MGIII",2015
"K13_1156","K13_1156","MGIV",2015
"K13_1231","K13_1231","MGIV",2015
"K13_1234","K13_1234","MGIV",2015
"K13_1289","K13_1289","MGIV",2015
"K13_1290","K13_1290","MGIV",2015
"K13_1519","K13_1519","MGIII",2015
"K13_1523","K13_1523","MGIII",2015
"K13_1620","K13_1620","MGIV",2015
"K13_1627","K13_1627","MGIV",2015
"LD07_3395bf_MGIII","LD07_3395bf","MGIII",2015
"LD07_3395bf_MGIV","LD07_3395bf","MGIV",2015
"LD09_30224","LD09_30224","MGIII",2015
"LD10_14323","LD10_14323","MGII",2015
"LD11_2170","LD11_2170","MGIII",2015
"LD11_7311","LD11_7311","MGIII",2015
"LD11_9790_MGIII","LD11_9790","MGIII",2014
"LD12_10534","LD12_10534","MGIV",2015
"LD12_15064R1a","LD12_15064R1a","MGII",2015
"LD12_15129R1a","LD12_15129R1a","MGII",2015
"LD12_15156R1a","LD12_15156R1a","MGIII",2015
"LD12_15224R2a","LD12_15224R2a","MGII",2015
"LD12_15227R2a","LD12_15227R2a","MGII",2015
"LD12_15229R2a","LD12_15229R2a","MGII",2015
"LD12_15246R2a","LD12_15246R2a","MGII",2015
"LD12_15248R2a","LD12_15248R2a","MGII",2015
"LD12_15505R1","LD12_15505R1","MGIII",2015
"LD12_15609R2","LD12_15609R2","MGIII",2015
"LD12_15753R2","LD12_15753R2","MGIII",2015
"LD12_300","LD12_300","MGII",2015
"LD12_3866","LD12_3866","MGIII",2015
"LG11_6215","LG11_6215","MGIV",2015
"LG11_6761","LG11_6761","MGIV",2015
"LG12_3935","LG12_3935","MGIV",2015
"LG12_4045","LG12_4045","MGIV",2015
"LG13_1006","LG13_1006","MGIII",2015
"LG13_1107","LG13_1107","MGIII",2015
"LG13_2240","LG13_2240","MGIII",2015
"LG13_3844","LG13_3844","MGIII",2015
"LG13_3861","LG13_3861","MGIII",2015
"LG13_3925","LG13_3925","MGIV",2015
"LG13_3981","LG13_3981","MGIV",2015
"LG13_3993","LG13_3993","MGIV",2015
"LG13_4001","LG13_4001","MGIII",2015
"LG13_4038","LG13_4038","MGIII",2015
"LG13_4053","LG13_4053","MGIV",2015
"M08_271196_MG0","M08_271196","MG0",2014
"M08_359053_MG0","M08_359053","MG0",2014
"M08_608014","M08_608014","MGI",2015
"M08_608027","M08_608027","MGI",2015
"M08_608033","M08_608033","MGI",2015
"M09_223022","M09_223022","MGI",2015
"M09_226039","M09_226039","MGI",2015
"M09_240005","M09_240005","MG0",2015
"M09_240029","M09_240029","MG00",2015
"M09_240047","M09_240047","MGI",2015
"M09_240061","M09_240061","MGI",2015
"M09_241044","M09_241044","MGI",2015
"M09_242072","M09_242072","MG00",2015
"M09_248030","M09_248030","MG00",2015
"M09_251028","M09_251028","MG0",2015
"M09_251081","M09_251081","MG0",2015
"M09_251100","M09_251100","MG0",2015
"M09_251149","M09_251149","MGI",2015
"M09_252032","M09_252032","MG0",2015
"M09_252048","M09_252048","MG0",2015
"M09_252049","M09_252049","MG0",2015
"M09_252085","M09_252085","MGI",2015
"M09_261065","M09_261065","MG0",2015
"M09_261067","M09_261067","MG0",2015
"M09_261079","M09_261079","MGI",2015
"M09_261084","M09_261084","MG0",2015
"M09_261089","M09_261089","MGI",2015
"M09_262111","M09_262111","MG0",2015
"M09_263090","M09_263090","MGII",2015
"M09_263119","M09_263119","MGII",2015
"M09_264062","M09_264062","MGII",2015
"M09_278096","M09_278096","MGII",2015
"M09_278097","M09_278097","MGII",2015
"M09_281098","M09_281098","MGII",2015
"M09_305042","M09_305042","MGI",2015
"M09_305119","M09_305119","MGI",2015
"M09_305139","M09_305139","MGI",2015
"M09_335008","M09_335008","MGI",2015
"M09_335025","M09_335025","MGI",2015
"M09_340038","M09_340038","MGI",2015
"M09_340043","M09_340043","MGI",2015
"M09_340060","M09_340060","MG0",2015
"M09_340063","M09_340063","MGI",2015
"M09_340080","M09_340080","MG00",2015
"M09_340084","M09_340084","MG0",2015
"M09_341061","M09_341061","MG00",2015
"M09_343023","M09_343023","MGI",2015
"M09_343025","M09_343025","MGI",2015
"M09_519014","M09_519014","MG00",2015
"M09_525015","M09_525015","MG0",2015
"M09_525033_MG0","M09_525033","MG0",2015
"M09_525037","M09_525037","MG00",2015
"M09_956021","M09_956021","MG0",2015
"M09_956047","M09_956047","MGI",2015
"M09_956063_MGII","M09_956063","MGII",2015
"M09_957021","M09_957021","MGI",2015
"M09_957029","M09_957029","MGI",2015
"M09_957051","M09_957051","MG0",2015
"M09_957052","M09_957052","MGII",2015
"M09_957075","M09_957075","MGI",2015
"M10_274172","M10_274172","MGI",2015
"M11_115357","M11_115357","MG0",2015
"MLG09_5302035","MLG09_5302035","MGII",2015
"MLG09_5431014","MLG09_5431014","MGII",2015
"MLG09_5431018","MLG09_5431018","MGII",2015
"MLG09_5431032","MLG09_5431032","MGI",2015
"ND11_16223","ND11_16223","MG0",2015
"ND11_16225","ND11_16225","MG0",2015
"ND11_16241","ND11_16241","MG0",2015
"ND11_16553","ND11_16553","MG0",2015
"ND11_16628","ND11_16628","MG0",2015
"ND11_19471","ND11_19471","MG0",2015
"ND11_19483","ND11_19483","MG0",2015
"ND11_20868","ND11_20868","MG0",2015
"ND12_13257","ND12_13257","MG00",2015
"ND12_13260","ND12_13260","MG00",2015
"ND12_15623","ND12_15623","MG00",2015
"ND12_15628","ND12_15628","MG00",2015
"ND12_15647","ND12_15647","MG00",2015
"ND12_15651","ND12_15651","MG0",2015
"ND12_15653","ND12_15653","MG0",2015
"ND12_15670","ND12_15670","MG0",2015
"ND12_17224","ND12_17224","MG00",2015
"ND12_17339","ND12_17339","MG0",2015
"ND12_17541","ND12_17541","MG0",2015
"ND12_19525","ND12_19525","MG00",2015
"ND12_19542","ND12_19542","MG0",2015
"ND12_20515","ND12_20515","MG00",2015
"ND12_20540","ND12_20540","MG00",2015
"ND12_20566","ND12_20566","MG0",2015
"ND12_20600","ND12_20600","MG0",2015
"ND12_20611","ND12_20611","MG0",2015
"ND12_20915","ND12_20915","MG0",2015
"ND12_21029","ND12_21029","MG00",2015
"ND12_21077","ND12_21077","MG0",2015
"ND12_21092","ND12_21092","MG0",2015
"ND12_21211","ND12_21211","MG0",2015
"ND12_21283","ND12_21283","MG0",2015
"ND12_21292","ND12_21292","MG0",2015
"ND12_21551","ND12_21551","MG00",2015
"ND12_21575","ND12_21575","MG0",2015
"ND12_21610","ND12_21610","MG00",2015
"ND12_21622","ND12_21622","MG0",2015
"ND12_21663","ND12_21663","MG00",2015
"ND12_21666","ND12_21666","MG00",2015
"ND12_21733","ND12_21733","MG0",2015
"ND12_23032","ND12_23032","MG00",2015
"ND12_23081","ND12_23081","MG00",2015
"ND12_23230","ND12_23230","MG0",2015
"ND12_23562","ND12_23562","MG0",2015
"ND12_23760","ND12_23760","MG0",2015
"ND12_23842","ND12_23842","MG00",2015
"ND12_24081","ND12_24081","MG00",2015
"ND12_24175","ND12_24175","MG0",2015
"ND12_2670","ND12_2670","MG0",2015
"ND17009GT_MG00","ND17009GT","MG00",2015
"NDHenson","NDHenson","MG00",2015
"OAC13_64C_ChCdn","OAC13_64C_ChCdn","MG0",2015
"OAC13_67C_ChCdn","OAC13_67C_ChCdn","MGI",2015
"OAC13_85C_SCN","OAC13_85C_SCN","MGI",2015
"OAC13_87C_SCN","OAC13_87C_SCN","MGI",2015
"ORC3313N_MGII","ORC3313N","MGII",2015
"ORC3713N","ORC3713N","MGI",2015
"ORC7512N","ORC7512N","MGI",2015
"ORC8512N","ORC8512N","MGII",2015
"S11_10348RR","S11_10348RR","MGIV",2015
"S12_3835","S12_3835","MGIV",2015
"S13_11061","S13_11061","MGIV",2015
"S13_14661","S13_14661","MGIV",2015
"SA12_1018","SA12_1018","MGIII",2015
"SA12_1338","SA12_1338","MGIII",2015
"SA12_1340","SA12_1340","MGIII",2015
"SA12_1394","SA12_1394","MGIV",2015
"SA12_1451","SA12_1451","MGIV",2015
"SA12_1455","SA12_1455","MGIII",2015
"SA12_1471","SA12_1471","MGIV",2015
"SA12_1756RR","SA12_1756RR","MGIII",2015
"SA12_1914","SA12_1914","MGIII",2015
"U11_396029_MGIII","U11_396029","MGIII",2014
